id,created_at,updated_at,filter_id,title
01KHPX62R9NE7J2F,2024-07-11 12:52:58.632784+00,,01KHPX62K69QVSSJ,"{""az"":""Qulaq gigiyenası"",""en"":""Ear hygiene"",""ru"":""Гигиена ушей""}"
01KHPX62R9NFWCJK,2024-07-11 12:52:58.632784+00,,01KHPX62K6NQXWEA,"{""az"":""NVIDIA"",""en"":""NVIDIA"",""ru"":""NVIDIA""}"
01KHPX62R9NSTZ5C,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Labrador Retriyer"",""en"":""Labrador Retriever"",""ru"":""Лабрадор ретривер""}"
01KHPX62R9NT6Q04,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Meizu"",""en"":""Meizu"",""ru"":""Meizu""}"
01KHPX62R9P0GXBW,2024-07-11 12:52:58.632784+00,,01KHPX62K66WS9TX,"{""az"":""Stolüstü Pc üçün"",""en"":""For desktop PC"",""ru"":""Для настольного ПК""}"
01KHPX62R9P11FY8,2024-07-11 12:52:58.632784+00,,01KHPX62K6TKFC16,"{""az"":""Xeyr"",""en"":""No"",""ru"":""Нет""}"
01KHPX62R9P6A895,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Panasonic"",""en"":""Panasonic"",""ru"":""Panasonic""}"
01KHPX62R9P8S8M7,2024-07-11 12:52:58.632784+00,,01KHPX62K6RKYCS0,"{""az"":""TFX"",""en"":""TFX"",""ru"":""TFX""}"
01KHPX62R9P9VPA5,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Boxer"",""en"":""Boxer"",""ru"":""Боксер""}"
01KHPX62R9P9Y181,2024-07-11 12:52:58.632784+00,,01KHPX62K62B5973,"{""az"":""Simsiz klaviaturalar və (siçanlar telefon üçün)"",""en"":""Wireless keyboards and (mice for phones)"",""ru"":""Беспроводные клавиатуры и (мыши для телефонов)""}"
01KHPX62R9PA9RKF,2024-07-11 12:52:58.632784+00,,01KHPX62K6D8B07T,"{""az"":""Birma pişiyi"",""en"":""Burmese cat"",""ru"":""бирманская кошка""}"
01KHPX62R9PAWYWA,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""16 TB"",""en"":""16 TB"",""ru"":""16 TB""}"
01KHPX62R9PGM9DG,2024-07-11 12:52:58.632784+00,,01KHPX62K6EGZ0D8,"{""az"":""32GB"",""en"":""32GB"",""ru"":""32GB""}"
01KHPX62R9PJCG2W,2024-07-11 12:52:58.632784+00,,01KHPX62K6TCSHYR,"{""az"":""İ7"",""en"":""İ7"",""ru"":""İ7""}"
01KHPX62R9PNAB38,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJG37K,"{""az"":""Maus Kovrikləri"",""en"":""Mouse Pads"",""ru"":""Коврики для мыши""}"
01KHPX62R9PZV487,2024-07-11 12:52:58.632784+00,,01KHPX62K6PSGWMK,"{""az"":""Təbii korm"",""en"":""Natural corm"",""ru"":""Натуральная корм""}"
01KHPX62R9Q1TT66,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPHYZ0,"{""az"":""Gəzinti üçün zibil torbaları"",""en"":""Garbage bags for hiking"",""ru"":""Мешки для мусора для походов""}"
01KHPX62R9Q26S75,2024-07-11 12:52:58.632784+00,,01KHPX62K6TWXFAM,"{""az"":""İkili qablar"",""en"":""Dual bowls"",""ru"":""Двойные посуди""}"
01KHPX62R9Q4MCZE,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Mikrofon"",""en"":""Microphone"",""ru"":""Микрофон""}"
01KHPX62R9Q7SE8S,2024-07-11 12:52:58.632784+00,,01KHPX62K6NQXWEA,"{""az"":""ASUS"",""en"":""ASUS"",""ru"":""ASUS""}"
01KHPX62R9QD3017,2024-07-11 12:52:58.632784+00,,01KHPX62K6D8B07T,"{""az"":""Himalaya pişiyi"",""en"":""Himalayan cat"",""ru"":""Гималайская кошка""}"
01KHPX62R9QJCM0R,2024-07-11 12:52:58.632784+00,,01KHPX62K6RKYCS0,"{""az"":""Micro ATX"",""en"":""Micro ATX"",""ru"":""Micro ATX""}"
01KHPX62R9QK23BK,2024-07-11 12:52:58.632784+00,,01KHPX62K6NQXWEA,"{""az"":""AMD"",""en"":""AMD"",""ru"":""AMD""}"
01KHPX62R9QK62D7,2024-07-11 12:52:58.632784+00,,01KHPX62K6EGZ0D8,"{""az"":""16GB"",""en"":""16GB"",""ru"":""16GB""}"
01KHPX62R9QNQ12E,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Beagle"",""en"":""Beagle"",""ru"":""Бигль""}"
01KHPX62R9QPNX6Z,2024-07-11 12:52:58.632784+00,,01KHPX62K6CNWGND,"{""az"":""Modemlər"",""en"":""Modems"",""ru"":""Модемы""}"
01KHPX62R9QR540M,2024-07-11 12:52:58.632784+00,,01KHPX62K6VQPKAG,"{""az"":""Avtomatik su dispenserləri"",""en"":""Automatic water dispensers"",""ru"":""Автоматические диспенсеры для воды""}"
01KHPX62R9QT307X,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Güc düyməsi"",""en"":""Power button"",""ru"":""Кнопка питания""}"
01KHPX62R9QZ4MP6,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Bulldog"",""en"":""Bulldog"",""ru"":""Бульдог""}"
01KHPX62R9R19E4Q,2024-07-11 12:52:58.632784+00,,01KHPX62K6DS7TDF,"{""az"":""16GB"",""en"":""16GB"",""ru"":""16GB""}"
01KHPX62R9R2J0Y0,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""NFC çipi"",""en"":""NFC chip"",""ru"":""NFC-чип""}"
01KHPX62R9R5HRXR,2024-07-11 12:52:58.632784+00,,01KHPX62K6VQPKAG,"{""az"":""Paslanmayan polad qablar"",""en"":""Stainless steel pans"",""ru"":""Нержавеющей сталние посуди""}"
01KHPX62R9R5PQDW,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPHYZ0,"{""az"":""Tənzimlənən Xalta qayışları"",""en"":""Adjustable Backpack Straps"",""ru"":""Регулируемые ремни рюкзака""}"
01KHPX62R9R6CGGR,2024-07-11 12:52:58.632784+00,,01KHPX62K62B5973,"{""az"":""Simsiz şarj cihazları"",""en"":""Wireless chargers"",""ru"":""Беспроводные зарядные устройства""}"
01KHPX62R9R9DBS7,2024-07-11 12:52:58.632784+00,,01KHPX62K66WS9TX,"{""az"":""Noutbuk üçün"",""en"":""For a laptop"",""ru"":""Для ноутбука""}"
01KHPX62R9RA7PD1,2024-07-11 12:52:58.632784+00,,01KHPX62K6AS24J2,"{""az"":""Xalta və sinə qayışları"",""en"":""Backpack and chest straps"",""ru"":""Рюкзак и нагрудные ремни""}"
01KHPX62R9RB0B3D,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""3 TB"",""en"":""3 TB"",""ru"":""3 TB""}"
01KHPX62R9RJK18V,2024-07-11 12:52:58.632784+00,,01KHPX62K6CNWGND,"{""az"":""Kommutatorlar"",""en"":""Switches"",""ru"":""Переключатели""}"
01KHPX62R9RJV744,2024-07-11 12:52:58.632784+00,,01KHPX62K6TWXFAM,"{""az"":""Paslanmayan polad qablar"",""en"":""Stainless steel pans"",""ru"":""Нержавеющей сталние посуди""}"
01KHPX62R9RJVWJW,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""Digər"",""en"":""Other"",""ru"":""другой""}"
01KHPX62R9RNRQ3A,2024-07-11 12:52:58.632784+00,,01KHPX62K6YE0B0D,"{""az"":""DVD, Blu-ray pleyerlər"",""en"":""DVD, Blu-ray players"",""ru"":""DVD, Blu-ray проигрыватели""}"
01KHPX62R9RQ19JT,2024-07-11 12:52:58.632784+00,,01KHPX62K6VQPKAG,"{""az"":""Plastik qablar"",""en"":""Plastic containers"",""ru"":""Пластиковые посуда""}"
01KHPX62R9RR2PW6,2024-07-11 12:52:58.632784+00,,01KHPX62K6AS24J2,"{""az"":""Oyuncaqlar"",""en"":""Toys"",""ru"":""Игрушки""}"
01KHPX62R9RX2V0R,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Umidigi"",""en"":""Umidigi"",""ru"":""Umidigi""}"
01KHPX62R9RXCMSV,2024-07-11 12:52:58.632784+00,,01KHPX62K6S5C4R2,"{""az"":""Bəli"",""en"":""Yes"",""ru"":""Да""}"
01KHPX62R9S1GWKX,2024-07-11 12:52:58.632784+00,,01KHPX62K6RKYCS0,"{""az"":""SFX"",""en"":""SFX"",""ru"":""SFX""}"
01KHPX62R9SBP69Q,2024-07-11 12:52:58.632784+00,,01KHPX62K69Q4XKS,"{""az"":""Ofis işləri üçün"",""en"":""For office work"",""ru"":""Для офисной работы""}"
01KHPX62R9SC3QTF,2024-07-11 12:52:58.632784+00,,01KHPX62K6TCSHYR,"{""az"":""Xeon"",""en"":""Xeon"",""ru"":""Xeon""}"
01KHPX62R9SEDF7H,2024-07-11 12:52:58.632784+00,,01KHPX62K67Y2G1H,"{""az"":""Xeyr"",""en"":""No"",""ru"":""Нет""}"
01KHPX62R9SQPKM9,2024-07-11 12:52:58.632784+00,,01KHPX62K6DS7TDF,"{""az"":""12GB"",""en"":""12GB"",""ru"":""12GB""}"
01KHPX62R9SS09TV,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Sensorlar (barmaq izi sensoru, yaxınlıq sensoru və s.)"",""en"":""Sensors (fingerprint sensor, proximity sensor, etc.)"",""ru"":""Датчики (датчик отпечатков пальцев, датчик приближения и т. д.)""}"
01KHPX62R9SSAFSP,2024-07-11 12:52:58.632784+00,,01KHPX62K62B5973,"{""az"":""Kabro və vinillər"",""en"":""Cabrio and vinyls"",""ru"":""Кабриолет и винилы""}"
01KHPX62R9SSQQKP,2024-07-11 12:52:58.632784+00,,01KHPX62K6A6WN58,"{""az"":""Noutbuk kuleri"",""en"":""Laptop cooler"",""ru"":""Кулер для ноутбука""}"
01KHPX62R9SVREVV,2024-07-11 12:52:58.632784+00,,01KHPX62K6NM7N8T,"{""az"":""Oğurluq əleyhinə qurğular və siqnalizasiya"",""en"":""Anti-theft devices and alarms"",""ru"":""Противоугонные устройства и сигнализация""}"
01KHPX62R9SWB61D,2024-07-11 12:52:58.632784+00,,01KHPX62K69QVSSJ,"{""az"":""Tualet təlimi üçün spreylər"",""en"":""Sprays for toilet training"",""ru"":""Спреи для приучения к туалету""}"
01KHPX62R9SYGCJF,2024-07-11 12:52:58.632784+00,,01KHPX62K6CNWGND,"{""az"":""Mini cib 3G/4G Modem"",""en"":""Mini Pocket 3G/4G Modem"",""ru"":""Мини-карманный модем 3G/4G""}"
01KHPX62R9SZCDXV,2024-07-11 12:52:58.632784+00,,01KHPX62K6D8B07T,"{""az"":""Sfinks"",""en"":""Sphinx"",""ru"":""Сфинкс""}"
01KHPX62R9T4SZ4D,2024-07-11 12:52:58.632784+00,,01KHPX62K69PCWV6,"{""az"":""Veterinar diyet kormu"",""en"":""Veterinary diet corm"",""ru"":""Ветеринарная диетическая корми""}"
01KHPX62R9T601Q8,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Qulaqlıq yuvası"",""en"":""Headphone jack"",""ru"":""Порт для наушников""}"
01KHPX62R9TASBS7,2024-07-11 12:52:58.632784+00,,01KHPX62K6PSGWMK,"{""az"":""Təzə və dondurulmuş qida"",""en"":""Fresh and frozen food"",""ru"":""Свежие и замороженные продукты""}"
01KHPX62R9TBWQ3J,2024-07-11 12:52:58.632784+00,,01KHPX62K6VQPKAG,"{""az"":""Qatlanabilir qablar"",""en"":""Collapsible containers"",""ru"":""Складные посуди""}"
01KHPX62R9TBYCAX,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Archos"",""en"":""Archos"",""ru"":""Archos""}"
01KHPX62R9TM1CTY,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Micromax"",""en"":""Micromax"",""ru"":""Micromax""}"
01KHPX62R9TQWBX8,2024-07-11 12:52:58.632784+00,,01KHPX62K6JMPTF1,"{""az"":""Stolüstü Pc üçün"",""en"":""For desktop PC"",""ru"":""Для настольного ПК""}"
01KHPX62R9TR8VJR,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Doogee"",""en"":""Doogee"",""ru"":""Doogee""}"
01KHPX62R9TW4D8N,2024-07-11 12:52:58.632784+00,,01KHPX62K6NQXWEA,"{""az"":""Digər"",""en"":""Other"",""ru"":""другой""}"
01KHPX62R9TW7MM9,2024-07-11 12:52:58.632784+00,,01KHPX62K6NM7N8T,"{""az"":""Yanğın söndürənlər"",""en"":""Fire extinguishers"",""ru"":""Огнетушители""}"
01KHPX62R9TWTQXB,2024-07-11 12:52:58.632784+00,,01KHPX62K6K81079,"{""az"":""Noutbuk üçün"",""en"":""For a laptop"",""ru"":""Для ноутбука""}"
01KHPX62R9TZ24Y8,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""YotaPhone"",""en"":""YotaPhone"",""ru"":""YotaPhone""}"
01KHPX62R9TZK3RW,2024-07-11 12:52:58.632784+00,,01KHPX62K6EGZ0D8,"{""az"":""64GB"",""en"":""64GB"",""ru"":""64GB""}"
01KHPX62R9V2BHAP,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Lenovo"",""en"":""Lenovo"",""ru"":""Lenovo""}"
01KHPX62R9V2GNCE,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""120 GB"",""en"":""120 GB"",""ru"":""120 GB""}"
01KHPX62R9V2QHSV,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Anaplata"",""en"":""Motherboard"",""ru"":""Материнская плата""}"
01KHPX62R9V83XNK,2024-07-11 12:52:58.632784+00,,01KHPX62K69QVSSJ,"{""az"":""Göz gigiyenası"",""en"":""Eye hygiene"",""ru"":""Гигиена глаз""}"
01KHPX62R9V8YRMT,2024-07-11 12:52:58.632784+00,,01KHPX62K67BQAGK,"{""az"":""Kamera modulu (ön və arxa)"",""en"":""Camera module (front and back)"",""ru"":""Модуль камеры (спереди и сзади)""}"
01KHPX62R9VW4VH2,2024-07-11 12:52:58.632784+00,,01KHPX62K6EGZ0D8,"{""az"":""512GB"",""en"":""512GB"",""ru"":""512GB""}"
01KHPX62R9VWNNBA,2024-07-11 12:52:58.632784+00,,01KHPX62K6NM7N8T,"{""az"":""Təhlükəsizlik kameraları"",""en"":""Security cameras"",""ru"":""Камеры наблюдения""}"
01KHPX62R9VXZH9N,2024-07-11 12:52:58.632784+00,,01KHPX62K6TWXFAM,"{""az"":""Plastik qablar"",""en"":""Plastic containers"",""ru"":""Пластиковые посуда""}"
01KHPX62R9W7M7HX,2024-07-11 12:52:58.632784+00,,01KHPX62K67Y2G1H,"{""az"":""Bəli"",""en"":""Yes"",""ru"":""Да""}"
01KHPX62R9W90QTQ,2024-07-11 12:52:58.632784+00,,01KHPX62K6K81079,"{""az"":""Stolüstü Pc üçün"",""en"":""For desktop PC"",""ru"":""Для настольного ПК""}"
01KHPX62R9WB6Y2X,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Elephone"",""en"":""Elephone"",""ru"":""Elephone""}"
01KHPX62R9WC4WCZ,2024-07-11 12:52:58.632784+00,,01KHPX62K6TKFC16,"{""az"":""Bəli"",""en"":""Yes"",""ru"":""Да""}"
01KHPX62R9WDPXC5,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""8 TB"",""en"":""8 TB"",""ru"":""8 TB""}"
01KHPX62R9WK87V9,2024-07-11 12:52:58.632784+00,,01KHPX62K6TEBSF4,"{""az"":""10 TB"",""en"":""10 TB"",""ru"":""10 TB""}"
01KHPX62R9WPPV3T,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Siberian Husky"",""en"":""Siberian Husky"",""ru"":""Сибирский хаски""}"
01KHPX62R9WSPMD7,2024-07-11 12:52:58.632784+00,,01KHPX62K6CNWGND,"{""az"":""Serverlər"",""en"":""Servers"",""ru"":""Серверы""}"
01KHPX62R9X15908,2024-07-11 12:52:58.632784+00,,01KHPX62K69QVSSJ,"{""az"":""Parfümlər"",""en"":""Perfumes"",""ru"":""Парфюмерия""}"
01KHPX62R9XB944X,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Dachsund"",""en"":""Dachshund"",""ru"":""Такса""}"
01KHPX62R9XK4MWG,2024-07-11 12:52:58.632784+00,,01KHPX62K63H6P11,"{""az"":""Xeyr"",""en"":""No"",""ru"":""Нет""}"
01KHPX62R9XMKND1,2024-07-11 12:52:58.632784+00,,01KHPX62K636Y38E,"{""az"":""Shiba Inu"",""en"":""Shiba Inu"",""ru"":""Сиба-ину""}"
01KHPX62R9XNE985,2024-07-11 12:52:58.632784+00,,01KHPX62K66F9TNA,"{""az"":""Lampalar"",""en"":""Lamps"",""ru"":""Лампы""}"
01KHPX62R9XTAS5G,2024-07-11 12:52:58.632784+00,,01KHPX62K62B5973,"{""az"":""NFC etiketləri"",""en"":""NFC tags"",""ru"":""NFC-теги""}"
01KHPX62R9XTSM8Z,2024-07-11 12:52:58.632784+00,,01KHPX62K66F9TNA,"{""az"":""Küçə çıraqları"",""en"":""Street lamps"",""ru"":""уличные фонари""}"
01KHPX62R9YC5MFW,2024-07-11 12:52:58.632784+00,,01KHPX62K6NM7N8T,"{""az"":""Qapı zəngləri, videodomofonlar"",""en"":""Doorbells, video intercoms"",""ru"":""Дверные звонки, видеодомофоны""}"
01KHPX62R9YD9HCG,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPHYZ0,"{""az"":""Daşıma qəfəsləri və çantaları"",""en"":""Carrying cages and bags"",""ru"":""Переноска клеток и сумок""}"
01KHPX62R9YDPQN3,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJW7HY,"{""az"":""Ulefone"",""en"":""Ulefone"",""ru"":""Ulefone""}"
01KHPX62R9YETQC5,2024-07-11 12:52:58.632784+00,,01KHPX62K6HYZGAF,"{""az"":""DDR5"",""en"":""DDR5"",""ru"":""DDR5""}"
01KHPX62R9YVMB81,2024-07-11 12:52:58.632784+00,,01KHPX62K6HYZGAF,"{""az"":""DDR3"",""en"":""DDR3"",""ru"":""DDR3""}"
01KHPX62R9YW28B1,2024-07-11 12:52:58.632784+00,,01KHPX62K6D8B07T,"{""az"":""Abissin pişiyi"",""en"":""Abyssinian cat"",""ru"":""Абиссинская кошка""}"
01KHPX62R9YWKYQH,2024-07-11 12:52:58.632784+00,,01KHPX62K6D8B07T,"{""az"":""Şotland qıvrıqqulaq"",""en"":""Scottish curlew"",""ru"":""Шотландский кроншнеп""}"
01KHPX62R9Z374MK,2024-07-11 12:52:58.632784+00,,01KHPX62K66F9TNA,"{""az"":""Prolektorlar"",""en"":""Prolectors"",""ru"":""Пролекторы""}"
01KHPX62R9Z6N7WF,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPHYZ0,"{""az"":""Ev və yataqlar"",""en"":""House and beds"",""ru"":""Дом и кровати""}"
01KHPX62R9ZA6Z6Q,2024-07-11 12:52:58.632784+00,,01KHPX62K628R44D,"{""az"":""8 GB"",""en"":""8 GB"",""ru"":""8 GB""}"
01KHPX62R9ZCT0CV,2024-07-11 12:52:58.632784+00,,01KHPX62K6AS24J2,"{""az"":""Ev və yataqlar"",""en"":""House and beds"",""ru"":""Дом и кровати""}"
01KHPX62R9ZRK4Q8,2024-07-11 12:52:58.632784+00,,01KHPX62K66XH8F2,"{""az"":""Touchscreen Monitorlar"",""en"":""Touchscreen Monitors"",""ru"":""Сенсорные мониторы""}"
01KHPX62R9ZSJ65F,2024-07-11 12:52:58.632784+00,,01KHPX62K69PCWV6,"{""az"":""Quru korm"",""en"":""Dry corm"",""ru"":""Сухая корм""}"
01KHPX62R9ZVANCX,2024-07-11 12:52:58.632784+00,,01KHPX62K64KG8TC,"{""az"":""Printerlər"",""en"":""Printers"",""ru"":""Принтеры""}"
01KHPX62R9ZWGM1F,2024-07-11 12:52:58.632784+00,,01KHPX62K6NQXWEA,"{""az"":""MSI"",""en"":""MSI"",""ru"":""MSI""}"
01KHPX62R9ZXFS7K,2024-07-11 12:52:58.632784+00,,01KHPX62K6GJG37K,"{""az"":""UPS"",""en"":""UPS"",""ru"":""UPS""}"
01KHPX62RA04CCTZ,2024-07-11 12:52:59.066154+00,,01KHPX62K6DSFSNE,"{""az"":""2"",""en"":""2"",""ru"":""2""}"
01KHPX62RA04GDFG,2024-07-11 12:52:58.632784+00,,01KHPX62K6TPP2T8,"{""az"":""Satılır"",""en"":""For sale"",""ru"":""Продается""}"
01KHPX62RA05M0VP,2024-07-11 12:52:58.632784+00,,01KHPX62K6W6K10C,"{""az"":""Orta texniki"",""en"":""Medium technical"",""ru"":""Средний технический""}"
01KHPX62RA07T29N,2024-07-11 12:52:58.632784+00,,01KHPX62K61BSKT1,"{""az"":""Göyərçinlər üçün"",""en"":""For pigeons"",""ru"":""Для голубей""}"
01KHPX62RA0BK99V,2024-07-11 12:52:58.632784+00,,01KHPX62K65NN54E,"{""az"":""Xallı koridoras"",""en"":""Spotted corridor"",""ru"":""Пятнистый коридор""}"
01KHPX62RA0P1WY0,2024-07-11 12:52:58.632784+00,,01KHPX62K639Y2N9,"{""az"":""6"",""en"":""6"",""ru"":""6""}"
01KHPX62RA0RZBMQ,2024-07-11 12:52:59.066154+00,,01KHPX62K6X8ZCK8,"{""az"":""Yox"",""en"":""No"",""ru"":""Нет""}"
01KHPX62RA0TBYYA,2024-07-11 12:52:59.066154+00,,01KHPX62K6DSFSNE,"{""az"":""13"",""en"":""13"",""ru"":""13""}"
01KHPX62RA0YGSCT,2024-07-11 12:52:58.632784+00,,01KHPX62K6AEJZMN,"{""az"":""Digər sahələr"",""en"":""Other areas"",""ru"":""Другие области""}"
01KHPX62RA10TSSJ,2024-07-11 12:52:58.632784+00,,01KHPX62K6VTGAWM,"{""az"":""Mağaralar və qabaqlar"",""en"":""Caves and caves"",""ru"":""Пещеры и пещеры""}"
01KHPX62RA138Z3X,2024-07-11 12:52:58.632784+00,,01KHPX62K639Y2N9,"{""az"":""9"",""en"":""9"",""ru"":""9""}"
01KHPX62RA13ZZ1Q,2024-07-11 12:52:58.632784+00,,01KHPX62K6Z654RB,"{""az"":""Ofis meneceri"",""en"":""Office manager"",""ru"":""Офис-менеджер""}"
01KHPX62RA15JBNN,2024-07-11 12:52:58.632784+00,,01KHPX62K6YXCSEW,"{""az"":""Toxucu, biçici, dərzi"",""en"":""Weaver, reaper, tailor"",""ru"":""Ткач, жнец, портной""}"
01KHPX62RA15PTGA,2024-07-11 12:52:58.632784+00,,01KHPX62K602WX6D,"{""az"":""Siğorta"",""en"":""Insurance"",""ru"":""Страхование""}"
01KHPX62RA19HEM8,2024-07-11 12:52:58.632784+00,,01KHPX62K6QP3M8J,"{""az"":""Vacib deyil iş öyrədilir"",""en"":""It is not important that work is taught"",""ru"":""Не важно, что труду учат""}"
01KHPX62RA1DNN43,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPVCWA,"{""az"":""3"",""en"":""3"",""ru"":""3""}"
01KHPX62RA1G0ND5,2024-07-11 12:52:59.066154+00,,01KHPX62K6DSFSNE,"{""az"":""7"",""en"":""7"",""ru"":""7""}"
01KHPX62RA1G1S0E,2024-07-11 12:52:58.632784+00,,01KHPX62K6C5DKV2,"{""az"":""Sistem administratoru"",""en"":""System administrator"",""ru"":""Системный администратор""}"
01KHPX62RA1J4YEN,2024-07-11 12:52:58.632784+00,,01KHPX62K639Y2N9,"{""az"":""7"",""en"":""7"",""ru"":""7""}"
01KHPX62RA1MWJYA,2024-07-11 12:52:58.632784+00,,01KHPX62K639Y2N9,"{""az"":""2"",""en"":""2"",""ru"":""2""}"
01KHPX62RA1N9DVW,2024-07-11 12:52:58.632784+00,,01KHPX62K6EN5KCB,"{""az"":""Tərcüməçi"",""en"":""Translator"",""ru"":""Переводчик""}"
01KHPX62RA1SSTSV,2024-07-11 12:52:58.632784+00,,01KHPX62K6Z654RB,"{""az"":""Digər vəzifə"",""en"":""Another task"",""ru"":""Еще одна задача""}"
01KHPX62RA1Y9XG3,2024-07-11 12:52:59.066154+00,,01KHPX62K6DSFSNE,"{""az"":""15"",""en"":""15"",""ru"":""15""}"
01KHPX62RA1ZRS3A,2024-07-11 12:52:58.632784+00,,01KHPX62K639Y2N9,"{""az"":""17"",""en"":""17"",""ru"":""17""}"
01KHPX62RA2122HD,2024-07-11 12:52:58.632784+00,,01KHPX62K6C5DKV2,"{""az"":""Digər İT sahələri"",""en"":""Other IT areas"",""ru"":""Другие ИТ-направления""}"
01KHPX62RA26HG4G,2024-07-11 12:52:58.632784+00,,01KHPX62K6QRWKCJ,"{""az"":""Ayaqqabıçı"",""en"":""Shoemaker"",""ru"":""Сапожник""}"
01KHPX62RA29NXT3,2024-07-11 12:52:58.632784+00,,01KHPX62K6ZTAVJ0,"{""az"":""Qulaq gigiyenası"",""en"":""Ear hygiene"",""ru"":""Гигиена ушей""}"
01KHPX62RA2E8GHS,2024-07-11 12:52:58.632784+00,,01KHPX62K6EN5KCB,"{""az"":""Aşpaz"",""en"":""Chef"",""ru"":""Шеф-повар""}"
01KHPX62RA3475PD,2024-07-11 12:52:58.632784+00,,01KHPX62K6W6K10C,"{""az"":""Natamam ali"",""en"":""Incomplete higher"",""ru"":""Неполное высшее""}"
01KHPX62RA36QYE9,2024-07-11 12:52:58.632784+00,,01KHPX62K68HRTDY,"{""az"":""Freelancer"",""en"":""Freelancer"",""ru"":""Фрилансер""}"
01KHPX62RA3ARXS3,2024-07-11 12:52:58.632784+00,,01KHPX62K6QRWKCJ,"{""az"":""Təmirçi"",""en"":""Repairman"",""ru"":""Ремонтник""}"
01KHPX62RA3AXEKJ,2024-07-11 12:52:58.632784+00,,01KHPX62K6QC26YR,"{""az"":""Memar"",""en"":""Architect"",""ru"":""Архитектор""}"
01KHPX62RA3BHDH7,2024-07-11 12:52:59.066154+00,,01KHPX62K6WVTP1B,"{""az"":""10"",""en"":""10"",""ru"":""10""}"
01KHPX62RA3C04MT,2024-07-11 12:52:58.632784+00,,01KHPX62K6YXCSEW,"{""az"":""İşçi, mexanik"",""en"":""Worker, mechanic"",""ru"":""Рабочий, механик""}"
01KHPX62RA3DW46K,2024-07-11 12:52:58.632784+00,,01KHPX62K6C03MD4,"{""az"":""Qızdırıcılar və lampalar"",""en"":""Heaters and lamps"",""ru"":""Обогреватели и лампы""}"
01KHPX62RA3K0KHD,2024-07-11 12:52:58.632784+00,,01KHPX62K6QRWKCJ,"{""az"":""Sənətkar"",""en"":""Artist"",""ru"":""Художник""}"
01KHPX62RA3RWK09,2024-07-11 12:52:58.632784+00,,01KHPX62K6EN5KCB,"{""az"":""Sürücü"",""en"":""Driver"",""ru"":""Водитель""}"
01KHPX62RA43PQ7B,2024-07-11 12:52:59.066154+00,,01KHPX62K6FPVCWA,"{""az"":""14"",""en"":""14"",""ru"":""14""}"
01KHPX62RA47AXA1,2024-07-11 12:52:59.066154+00,,01KHPX62K6ZDZYWF,"{""az"":""Təmirli"",""en"":""Repaired"",""ru"":""Отремонтировано""}"
01KHPX62RA483QMP,2024-07-11 12:52:58.632784+00,,01KHPX62K6VTGAWM,"{""az"":""Digər"",""en"":""Other"",""ru"":""другой""}"
01KHPX62RA4DM0K1,2024-07-11 12:52:58.632784+00,,01KHPX62K6FPVCWA,"{""az"":""2"",""en"":""2"",""ru"":""2""}"
